"id","submitdate","lastpage","startlanguage","seed","startdate","datestamp","FQ1","WB1","WB2[SQ001]","WB2[SQ002]","WB2[SQ003]","WB2[SQ004]","WB2[SQ005]","WB2[SQ006]","WB3[SQ001]","WB3[SQ002]","WB4[SQ001]","WB4[SQ002]","WB4[SQ003]","WB4[SQ004]","VD000a","VD000","VD001","VD002003","VD004003","VD005013011","VD006","VD008","VD007","VD009","VD010011","VD012013011","VD018","VD014","VD019","VD017021","VD020021","VD015","VD016","VD022","VD099[SQ001]","VD100a","VD100","VD121","VD154","VD101","VD122","VD155156","VD109156","VD159","VD123124125","VD115124125","VD130","VD131","VD102","VD111","VD110","VD114144102","VD144102","VD112","VD113125","VD116120","VD135145","VD134145","VD150a151152","VD150b126","VD126","VD141142152","VD151152","VD127","VD128","VD140142152","VD129","VD118120","VD103104","VD107108104","VD138167","VD136","VD166136","VD165147","VD143147","VD146133","VD132133","VD149106","VD148","VD105153106","VD117153106","VD199[SQ001]","VD200a","VD200","VD201","VD216205206","VD202","VD203","VD204205206","VD220221222","VD207","VD213","VD214221222","VD219222","VD215206","VD223210","VD208209210","VD224225212209210","VD226","VD227212209210","VD218225212209210","VD217","VD211","VD299[SQ001]","SP1","SP2","SP3","SP4[SQ002]","SP4[SQ006]","SP4[SQ001]","SP4[SQ003]","SP4[SQ004]","SP4[SQ005]","SP4[SQ007]","PD1","PD2","PD3[SQ001]","PD3[SQ002]","PD3[SQ003]","PD3[SQ004]","PD3[SQ005]","PD4[SQ001]","PD4[SQ002]","PD5","D3"
"56","2021-02-09 15:57:41","104","de","709703325","2021-02-09 15:35:52","2021-02-09 15:57:41","","7","A5","A5","A3","A3","A5","A3","A2","A1","A4","A4","A5","A5","Y","A2","","","A2","","","","","A1","A1","","","","","","A2","","","","A5","Y","A2","","","A1","A2","","","","","","","","","","A1","A2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","A4","Y","A2","A1","A2","","","","","","","","","","","","","","","","","","A2","A3","A3","A2","A2","A3","A2","A3","A2","A2","A3","A1","29","","Y","Y","Y","","5","9","A33","Vielen Dank für Ihre Teilnahme am Fragebogen. Wenn Sie ihre Aufwandsentschädigung erhalten möchten, senden Sie diesen Code mit Ihren Bankdaten per E-Mail an gabriele.filomena@uni-muenster.de     Vergessen Sie nicht, Ihren Fragebogen zu versenden!  1612882661  Der Code ist nicht mit Ihren Antworten verknüpft. Es dient nur als Beweis für das Ausfüllen des Fragebogens."
"57","2021-02-09 16:25:27","104","de","165708712","2021-02-09 15:42:32","2021-02-09 16:25:27","","1","A1","A1","A1","A1","A4","A1","A1","A1","A2","A3","A4","A4","Y","A1","A2","A2","","","","","","A1","A1","","","","","","A2","","","","A2","N","A1","A1","A2","","","","","","","A2","","","","","","","","","","","","","","","A2","","","A1","A2","","A2","","","A2","","","","","","","","","","","","A2","Y","A2","A1","A2","","","","","","","","","","","","","","","","","","A2","A3","A2","A3","A5","A5","A5","A3","A2","A5","A3","A1","59","","Y","Y","Y","","","54","A8","Vielen Dank für Ihre Teilnahme am Fragebogen. Wenn Sie ihre Aufwandsentschädigung erhalten möchten, senden Sie diesen Code mit Ihren Bankdaten per E-Mail an gabriele.filomena@uni-muenster.de     Vergessen Sie nicht, Ihren Fragebogen zu versenden!  1612884327  Der Code ist nicht mit Ihren Antworten verknüpft. Es dient nur als Beweis für das Ausfüllen des Fragebogens."
"58","2021-02-09 16:19:02","104","en","969452580","2021-02-09 15:57:27","2021-02-09 16:19:02","","3","A2","A3","A4","A1","A5","A3","A5","A3","A4","A2","A5","A5","Y","A2","","","A1","A1","","","","","","","","","","","A2","","","","A1","Y","A2","","","A1","A2","","","","","","","","","","A1","A2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","A3","Y","A1","","","","","","","","","","","","","","","A1","","A2","","","A5","A3","A2","A3","A3","A4","A5","A4","A1","A5","A4","A1","23","","","Y","Y","","","23","A18","Thank you for participating in the questionnaire. If you want to be rewarded please email this code with your bank details to gabriele.filomena@uni-muenster.de  Do not forget to sumbit your questionnaire!  1612883942     The code is not associated with your responses; it is a just a proof of completion of the questionnaire."
"60","2021-02-09 18:16:05","104","en","380241631","2021-02-09 17:48:46","2021-02-09 18:16:05","","4","A2","A2","A3","A4","A5","A2","A4","A4","A4","A5","A4","A4","N","A1","A2","A1","","A1","","","","","","","","","","","A1","","","","A5","Y","A2","","","A1","A2","","","","","","","","","","A1","A2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","A2","Y","A2","A1","A2","","","","","","","","","","","","","","","","","","A3","A3","A3","A2","A4","A4","A3","A2","A5","A4","A4","A2","28","","","","Y","","10","1","","Thank you for participating in the questionnaire. If you want to be rewarded please email this code with your bank details to gabriele.filomena@uni-muenster.de  Do not forget to sumbit your questionnaire!  1612890965     The code is not associated with your responses; it is a just a proof of completion of the questionnaire."
"61","2021-02-10 08:35:07","104","de","1138181208","2021-02-10 08:06:37","2021-02-10 08:35:07","","3","A1","A1","A1","A5","A3","A2","A4","A3","A5","A5","A5","A5","Y","A1","A1","","","","A1","","A1","","","","","","","A2","","","","","A3","Y","A2","","","A2","","","","","","","A2","A2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","A2","Y","A2","A2","","A3","","","","A2","","","","","","A2","","","","","","","A5","A3","A3","A2","A4","A3","A2","A2","A4","A5","A3","A2","23","","","","Y","","42","","","Vielen Dank für Ihre Teilnahme am Fragebogen. Wenn Sie ihre Aufwandsentschädigung erhalten möchten, senden Sie diesen Code mit Ihren Bankdaten per E-Mail an gabriele.filomena@uni-muenster.de     Vergessen Sie nicht, Ihren Fragebogen zu versenden!  1612942507  Der Code ist nicht mit Ihren Antworten verknüpft. Es dient nur als Beweis für das Ausfüllen des Fragebogens."
"62","2021-02-10 13:19:22","104","en","1621511451","2021-02-10 08:49:22","2021-02-10 13:19:22","","2","A3","A3","A2","A4","A3","A2","A3","A3","A2","A2","A4","A4","Y","A1","A2","A1","","A2","","","","","","","","A1","A1","","","","","","A5","Y","A1","A2","","","","","A2","","","","","","","","A2","","","A1","A2","","","","","","A1","A1","","","","","","","","","","","","","A1","","","","","","","A4","Y","A2","A1","A2","","","","","","","","","","","","","","","","","","A2","A1","A3","A2","A3","A3","A2","A1","A2","A3","A2","A1","26","","Y","Y","Y","","6","2","A13","Thank you for participating in the questionnaire. If you want to be rewarded please email this code with your bank details to gabriele.filomena@uni-muenster.de  Do not forget to sumbit your questionnaire!  1612959562     The code is not associated with your responses; it is a just a proof of completion of the questionnaire."
"63","2021-02-10 09:23:20","104","de","276632379","2021-02-10 08:57:57","2021-02-10 09:23:20","","7","A1","A3","A4","A5","A4","A4","A4","A4","A5","A4","A5","A4","N","A1","A1","","","","A1","","A2","","","A2","","A2","","","","","","","A4","Y","A1","A1","A3","","","A2","","","","","","","","","A1","A2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","A2","Y","A2","A2","","A1","A1","A2","","","","","","","","","","","","","","","A2","A3","A2","A3","A5","A5","A3","A5","A2","A5","A3","A1","32","","","Y","Y","","6","5","A34","Vielen Dank für Ihre Teilnahme am Fragebogen. Wenn Sie ihre Aufwandsentschädigung erhalten möchten, senden Sie diesen Code mit Ihren Bankdaten per E-Mail an gabriele.filomena@uni-muenster.de     Vergessen Sie nicht, Ihren Fragebogen zu versenden!  1612945400  Der Code ist nicht mit Ihren Antworten verknüpft. Es dient nur als Beweis für das Ausfüllen des Fragebogens."
"64","2021-02-10 11:30:08","104","de","469308708","2021-02-10 09:00:17","2021-02-10 11:30:08","","6","A2","A3","A4","A3","A4","A2","A5","A4","A4","A4","A4","A5","Y","A1","A2","A1","","A1","","","","","","","","","","","A2","","","","A4","Y","A2","","","A2","","","","","","","A1","","","A2","","","A2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","A1","Y","A2","A1","A2","","","","","","","","","","","","","","","","","","A4","A3","A2","A2","A2","A1","A3","A3","A5","A1","A2","A2","20","","","Y","Y","","28","","A22","Vielen Dank für Ihre Teilnahme am Fragebogen. Wenn Sie ihre Aufwandsentschädigung erhalten möchten, senden Sie diesen Code mit Ihren Bankdaten per E-Mail an gabriele.filomena@uni-muenster.de     Vergessen Sie nicht, Ihren Fragebogen zu versenden!  1612953008  Der Code ist nicht mit Ihren Antworten verknüpft. Es dient nur als Beweis für das Ausfüllen des Fragebogens."
"66","2021-02-10 09:41:42","104","de","923260458","2021-02-10 09:02:56","2021-02-10 09:41:42","","5","A1","A1","A4","A4","A1","A3","A4","A2","A4","A4","A4","A4","N","A2","","","A1","A1","","","","","","","","","","","A2","","","","A5","Y","A2","","","A2","","","","","","","A1","","","A1","","","","A2","","A1","","","","","","","","","","","","","","","A2","A1","","A1","","","","","","","","A2","Y","A2","A1","A2","","","","","","","","","","","","","","","","","","A2","A3","A3","A3","A3","A3","A4","A3","A4","A3","A3","A2","24","","","Y","Y","","","6","A35","Vielen Dank für Ihre Teilnahme am Fragebogen. Wenn Sie ihre Aufwandsentschädigung erhalten möchten, senden Sie diesen Code mit Ihren Bankdaten per E-Mail an gabriele.filomena@uni-muenster.de     Vergessen Sie nicht, Ihren Fragebogen zu versenden!  1612946502  Der Code ist nicht mit Ihren Antworten verknüpft. Es dient nur als Beweis für das Ausfüllen des Fragebogens."
"67","2021-02-10 09:25:45","104","de","1286798879","2021-02-10 09:03:33","2021-02-10 09:25:45","","6","A1","A2","A4","A4","A4","A3","A2","A2","A4","A4","A4","A4","Y","A1","A2","A2","","","","","","A1","A1","","","","","","A2","","","","A5","Y","A1","A1","A3","","","A2","","","","","","","","","A1","A2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","A4","Y","A2","A1","A1","","","","","","","","","","","","","","","","","","A4","A3","A2","A3","A4","A3","A5","A3","A2","A5","A2","A2","26","","","Y","Y","","","7","A29","Vielen Dank für Ihre Teilnahme am Fragebogen. Wenn Sie ihre Aufwandsentschädigung erhalten möchten, senden Sie diesen Code mit Ihren Bankdaten per E-Mail an gabriele.filomena@uni-muenster.de     Vergessen Sie nicht, Ihren Fragebogen zu versenden!  1612945545  Der Code ist nicht mit Ihren Antworten verknüpft. Es dient nur als Beweis für das Ausfüllen des Fragebogens."
"68","2021-02-10 09:22:49","104","de","459733484","2021-02-10 09:05:51","2021-02-10 09:22:49","","7","A3","A1","A3","A3","A4","A3","A4","A4","A1","A1","A2","A1","N","A2","","","A1","A2","","","","","","","","A2","","","","","","","A5","Y","A2","","","A2","","","","","","","A2","A1","A1","","","","","","","","","","","","","","","","","","","","A2","","","","","","","","","","","","","A5","Y","A2","A1","A1","","","","","","","","","","","","","","","","","","A5","A3","A2","A3","A2","A2","A4","A4","A2","A2","A2","A1","24","","","","Y","","2","1","","Vielen Dank für Ihre Teilnahme am Fragebogen. Wenn Sie ihre Aufwandsentschädigung erhalten möchten, senden Sie diesen Code mit Ihren Bankdaten per E-Mail an gabriele.filomena@uni-muenster.de     Vergessen Sie nicht, Ihren Fragebogen zu versenden!  1612945369  Der Code ist nicht mit Ihren Antworten verknüpft. Es dient nur als Beweis für das Ausfüllen des Fragebogens."
"69","2021-02-10 09:28:03","104","de","1276269132","2021-02-10 09:07:02","2021-02-10 09:28:03","","2","A1","A1","A4","A4","A2","A2","A4","A4","A2","A1","A4","A2","N","A1","A1","","","","A1","","A2","","","A1","","","","","A1","","","","A5","N","A1","A1","A2","","","","","","","A1","","","","","","","","","","","","","A1","","","","","","","","","","","","","","","","A2","","","","","","","A6","Y","A2","A1","A2","","","","","","","","","","","","","","","","","","A6","A1","A3","A2","A3","A3","A4","A3","A5","A2","A3","A2","24","","","","Y","","","4","","Vielen Dank für Ihre Teilnahme am Fragebogen. Wenn Sie ihre Aufwandsentschädigung erhalten möchten, senden Sie diesen Code mit Ihren Bankdaten per E-Mail an gabriele.filomena@uni-muenster.de     Vergessen Sie nicht, Ihren Fragebogen zu versenden!  1612945683  Der Code ist nicht mit Ihren Antworten verknüpft. Es dient nur als Beweis für das Ausfüllen des Fragebogens."
"70","2021-02-10 10:24:12","104","de","1618768268","2021-02-10 09:07:28","2021-02-10 10:24:12","","7","A1","A1","A2","A5","A4","A3","A3","A3","A4","A2","A4","A3","N","A1","A2","A1","","A1","","","","","","","","","","","A2","","","","A2","N","A1","A2","","","","","A2","","","","","","","","A2","","","A2","","A2","","","","","","","","","","","","","","A2","","","","","","","","","","","","A2","Y","A1","","","","","","","","","","","","","","","A1","","A1","","","A2","A1","A2","A3","A4","A3","A3","A2","A2","A3","A3","A2","22","","","","Y","","4","2","","Vielen Dank für Ihre Teilnahme am Fragebogen. Wenn Sie ihre Aufwandsentschädigung erhalten möchten, senden Sie diesen Code mit Ihren Bankdaten per E-Mail an gabriele.filomena@uni-muenster.de     Vergessen Sie nicht, Ihren Fragebogen zu versenden!  1612949052  Der Code ist nicht mit Ihren Antworten verknüpft. Es dient nur als Beweis für das Ausfüllen des Fragebogens."
"72","2021-02-10 09:21:55","104","de","678968753","2021-02-10 09:08:24","2021-02-10 09:21:55","","1","A1","A1","A2","A2","A2","A2","A3","A3","A4","A4","A4","A4","Y","A1","A1","","","","A1","","A2","","","A2","","A2","","","","","","","A2","Y","A1","A1","A3","","","A2","","","","","","","","","A1","A1","","","","","","","","","","","","","","","","","A1","","","","A1","A1","","","","","","","","A2","Y","A2","A2","","A3","","","","A2","","","","","","A1","","","","","","","A2","A3","A3","A2","A4","A4","A3","A3","A5","A4","A3","A1","35","","Y","Y","Y","","","16","A35","Vielen Dank für Ihre Teilnahme am Fragebogen. Wenn Sie ihre Aufwandsentschädigung erhalten möchten, senden Sie diesen Code mit Ihren Bankdaten per E-Mail an gabriele.filomena@uni-muenster.de     Vergessen Sie nicht, Ihren Fragebogen zu versenden!  1612945315  Der Code ist nicht mit Ihren Antworten verknüpft. Es dient nur als Beweis für das Ausfüllen des Fragebogens."
"74","2021-02-10 09:23:38","104","de","1441788409","2021-02-10 09:11:58","2021-02-10 09:23:38","","2","A1","A4","A4","A3","A2","A4","A2","A2","A5","A4","A5","A4","Y","A1","A1","","","","A2","A1","","","","","","","","","","","","","A2","N","A1","A1","A2","","","","","","","A1","","","","","","","","","","","","","A1","","","","","","","","","","","","","","","","A1","","","","","","","A5","Y","A1","","","","","","","","","","","","","","","A1","","A2","","","A1","A3","A3","A2","A2","A2","A3","A2","A5","A3","A3","A2","21","","","","Y","","","3","","Vielen Dank für Ihre Teilnahme am Fragebogen. Wenn Sie ihre Aufwandsentschädigung erhalten möchten, senden Sie diesen Code mit Ihren Bankdaten per E-Mail an gabriele.filomena@uni-muenster.de     Vergessen Sie nicht, Ihren Fragebogen zu versenden!  1612945418  Der Code ist nicht mit Ihren Antworten verknüpft. Es dient nur als Beweis für das Ausfüllen des Fragebogens."
"76","2021-02-10 10:22:06","104","de","401406061","2021-02-10 09:14:56","2021-02-10 10:22:06","","3","A2","A4","A3","A4","A4","A4","A3","A3","A2","A4","A4","A4","Y","A1","A1","","","","A1","","A2","","","A2","","A1","A1","","","","","","A4","N","A1","A1","A2","","","","","","","A2","","","","","","","","","","","","","","","A2","","","A1","A2","","A1","","","","A2","A2","","","","","","","","","","A4","Y","A1","","","","","","","","","","","","","","","A1","","A2","","","A4","A3","A3","A2","A5","A5","A5","A4","A2","A2","A3","A2","27","","Y","Y","Y","","","10","A13","Vielen Dank für Ihre Teilnahme am Fragebogen. Wenn Sie ihre Aufwandsentschädigung erhalten möchten, senden Sie diesen Code mit Ihren Bankdaten per E-Mail an gabriele.filomena@uni-muenster.de     Vergessen Sie nicht, Ihren Fragebogen zu versenden!  1612948926  Der Code ist nicht mit Ihren Antworten verknüpft. Es dient nur als Beweis für das Ausfüllen des Fragebogens."
"77","2021-02-10 09:28:41","104","de","780340777","2021-02-10 09:15:46","2021-02-10 09:28:41","","4","A1","A1","A3","A4","A3","A2","A2","A4","A5","A5","A5","A4","Y","A1","A1","","","","A1","","A2","","","A2","","A2","","","","","","","A4","Y","A2","","","A2","","","","","","","A1","","","A2","","","A1","","","","","","","","","","","","","","","","A1","","","","A1","A2","","","","","","","","A2","Y","A1","","","","","","","","","","","","","","","A1","","A2","","","A1","A3","A1","A2","A5","A5","A3","A4","A2","A5","A4","A1","","","","","Y","","","","","Vielen Dank für Ihre Teilnahme am Fragebogen. Wenn Sie ihre Aufwandsentschädigung erhalten möchten, senden Sie diesen Code mit Ihren Bankdaten per E-Mail an gabriele.filomena@uni-muenster.de     Vergessen Sie nicht, Ihren Fragebogen zu versenden!  1612945721  Der Code ist nicht mit Ihren Antworten verknüpft. Es dient nur als Beweis für das Ausfüllen des Fragebogens."
"78","2021-02-10 16:25:49","104","de","1569663654","2021-02-10 09:15:49","2021-02-10 16:25:49","","4","A1","A2","A3","A4","A4","A3","A5","A4","A1","A1","A4","A2","N","A1","A1","","","","A1","","A2","","","A2","","A1","A1","","","","","","A4","N","A2","","","A1","A1","","","","A2","","","","","","","","","","","","","","","","A1","A2","","","","","","","","","","A2","","","","","","","","","","A3","Y","A2","A1","A2","","","","","","","","","","","","","","","","","","A1","A3","A3","A3","A2","A2","A3","A2","A3","A2","A2","A2","24","","","Y","Y","","","3","A13","Vielen Dank für Ihre Teilnahme am Fragebogen. Wenn Sie ihre Aufwandsentschädigung erhalten möchten, senden Sie diesen Code mit Ihren Bankdaten per E-Mail an gabriele.filomena@uni-muenster.de     Vergessen Sie nicht, Ihren Fragebogen zu versenden!  1612970749  Der Code ist nicht mit Ihren Antworten verknüpft. Es dient nur als Beweis für das Ausfüllen des Fragebogens."
"79","2021-02-10 09:45:58","104","de","2162869","2021-02-10 09:15:52","2021-02-10 09:45:58","","4","A3","A3","A3","A5","A4","A3","A1","A1","A5","A4","A5","A4","Y","A1","A1","","","","A2","A1","","","","","","","","","","","","","A2","Y","A1","A1","A3","","","A2","","","","","","","","","A1","A2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","A2","Y","A2","A1","A2","","","","","","","","","","","","","","","","","","A1","A3","A3","A3","A3","A3","A3","A2","A2","A3","A3","A2","43","","","Y","","","","23","A41","Vielen Dank für Ihre Teilnahme am Fragebogen. Wenn Sie ihre Aufwandsentschädigung erhalten möchten, senden Sie diesen Code mit Ihren Bankdaten per E-Mail an gabriele.filomena@uni-muenster.de     Vergessen Sie nicht, Ihren Fragebogen zu versenden!  1612946758  Der Code ist nicht mit Ihren Antworten verknüpft. Es dient nur als Beweis für das Ausfüllen des Fragebogens."
"80","2021-02-10 10:26:05","104","de","1424393454","2021-02-10 09:17:22","2021-02-10 10:26:05","","3","A1","A1","A2","A5","A2","A1","A3","A3","A1","A1","A2","A1","N","A1","A1","","","","A1","","A2","","","A1","","","","","A1","","","","A6","Y","A2","","","A1","A1","","","","A2","","","","","","","","","","","","","","","","A2","","","A2","","","","A2","","A2","","","","","","","","","","","","A6","Y","A2","A2","","A3","","","","A1","A1","A2","","","A2","","","","","","","","A6","A3","A2","A2","A3","A2","A2","A2","A2","A2","A3","A2","21","","","","Y","","","2.5","","Vielen Dank für Ihre Teilnahme am Fragebogen. Wenn Sie ihre Aufwandsentschädigung erhalten möchten, senden Sie diesen Code mit Ihren Bankdaten per E-Mail an gabriele.filomena@uni-muenster.de     Vergessen Sie nicht, Ihren Fragebogen zu versenden!  1612949165  Der Code ist nicht mit Ihren Antworten verknüpft. Es dient nur als Beweis für das Ausfüllen des Fragebogens."
